id,insee,score_2,last_updated
35201,01294,0.001704529,2023-11-20
35202,01295,0.00652275,2023-11-20
35203,01296,0.000367328,2023-11-20
35204,01297,0.002550886,2023-11-20
35205,01298,0.000394179,2023-11-20
35206,01299,0.000292144,2023-11-20
35207,01301,0.040718587,2023-11-20
35208,01302,0.000801247,2023-11-20
35209,01303,0.000999947,2023-11-20
35210,01304,0.122936602,2023-11-20
35211,01305,0.032082092,2023-11-20
35212,01306,0.042727075,2023-11-20
35213,01307,0.01952314,2023-11-20
35214,01308,0.000951615,2023-11-20
35215,01309,6.44434e-05,2023-11-20
35216,01310,0.000680952,2023-11-20
35217,01311,0.001437089,2023-11-20
35218,01313,0.000703508,2023-11-20
35219,01314,0.10484518,2023-11-20
35220,01317,0.121597252,2023-11-20
35221,01318,0.000441438,2023-11-20
35222,01319,0.00067236,2023-11-20
35223,01320,0.043846242,2023-11-20
35224,01321,0.121771249,2023-11-20
35225,01322,0.002558405,2023-11-20
35226,01323,0.032034834,2023-11-20
35227,01325,0.000162183,2023-11-20
35228,01328,0.00071747,2023-11-20
35229,01329,0.001558457,2023-11-20
35230,01330,0.000339402,2023-11-20
35231,01331,0.01989369,2023-11-20
35232,01332,0.042817295,2023-11-20
35233,01333,0.00218141,2023-11-20
35234,01334,0.000645508,2023-11-20
35235,01335,0.000268514,2023-11-20
35236,01336,0.000387735,2023-11-20
35237,01337,0.032673898,2023-11-20
35238,01338,0.000936578,2023-11-20
35239,01339,0.008261649,2023-11-20
35240,01342,0.000245959,2023-11-20
35241,01343,0.042707741,2023-11-20
35242,01344,0.040862511,2023-11-20
35243,01345,0.103847381,2023-11-20
35244,01346,0.041329726,2023-11-20
35245,01347,0.00824339,2023-11-20
35246,01348,0.008008171,2023-11-20
35247,01349,0.000117072,2023-11-20
35248,01350,0.123763626,2023-11-20
35249,01351,0.0004554,2023-11-20
35250,01352,0.000249181,2023-11-20
35251,01353,0.008173576,2023-11-20
35252,01354,0.000779766,2023-11-20
35253,01355,0.041604685,2023-11-20
35254,01356,0.000312551,2023-11-20
35255,01357,0.018271863,2023-11-20
35256,01358,0.001570272,2023-11-20
35257,01359,0.000353365,2023-11-20
35258,01360,0.001072983,2023-11-20
35259,01361,0.089385199,2023-11-20
35260,01362,0.000102035,2023-11-20
35261,01363,0.122788382,2023-11-20
35262,01364,0.000208367,2023-11-20
35263,01365,0.042692705,2023-11-20
35264,01366,0.088480843,2023-11-20
35265,01367,0.000111702,2023-11-20
35266,01368,0.000861394,2023-11-20
35267,01369,0.122650902,2023-11-20
35268,01370,0.0436948,2023-11-20
35269,01371,8.16284e-05,2023-11-20
35270,01372,0.000514473,2023-11-20
35271,01373,0.019527436,2023-11-20
35272,01374,0.12375933,2023-11-20
35273,01375,0.040602589,2023-11-20
35274,01376,0.002362926,2023-11-20
35275,01378,0.090284185,2023-11-20
35276,01379,0.104211486,2023-11-20
35277,01380,0.000176145,2023-11-20
35278,01381,0.000257774,2023-11-20
35279,01382,9.02208e-05,2023-11-20
35280,01383,0.000285699,2023-11-20
35281,01384,0.001578864,2023-11-20
35282,01385,0.000641212,2023-11-20
35283,01386,0.015645793,2023-11-20
35284,01387,0.000115998,2023-11-20
35285,01388,0.000186886,2023-11-20
35286,01389,0.000787284,2023-11-20
35287,01390,0.087597967,2023-11-20
35288,01391,0.00019333,2023-11-20
35289,01392,0.001045058,2023-11-20
35290,01393,0.000762581,2023-11-20
35291,01396,0.01415715,2023-11-20
35292,01397,0.00029644,2023-11-20
35293,01398,0.000508029,2023-11-20
35294,01399,0.00067236,2023-11-20
35295,01400,0.000921541,2023-11-20
35296,01401,0.000912949,2023-11-20
35297,01402,0.03256864,2023-11-20
35298,01403,0.013836006,2023-11-20
35299,01404,0.000248107,2023-11-20
35300,01405,0.000492992,2023-11-20
35301,01406,0.000134257,2023-11-20
35302,01407,0.000661619,2023-11-20
35303,01408,0.000144998,2023-11-20
35304,01410,0.000152516,2023-11-20
35305,01411,0.015266651,2023-11-20
35306,01412,0.00086569,2023-11-20
35307,01415,0.000334032,2023-11-20
35308,01416,0.001426348,2023-11-20
35309,01418,0.002421999,2023-11-20
35310,01419,0.000970948,2023-11-20
35311,01420,0.007564586,2023-11-20
35312,01421,0.015526573,2023-11-20
35313,01422,0.12208917,2023-11-20
35314,01423,0.002564849,2023-11-20
35315,01424,0.002447777,2023-11-20
35316,01425,0.122196576,2023-11-20
35317,01426,0.000517696,2023-11-20
35318,01427,0.008197206,2023-11-20
35319,01428,0.00010311,2023-11-20
35320,01429,0.000374846,2023-11-20
35321,01430,0.122844233,2023-11-20
35322,01431,0.015697348,2023-11-20
35323,01432,0.00019333,2023-11-20
35324,01433,0.000192256,2023-11-20
35325,01434,0.000270662,2023-11-20
35326,01435,0.000571398,2023-11-20
35327,01436,0.000343698,2023-11-20
35328,01437,0.000171849,2023-11-20
35329,01439,0.03170832,2023-11-20
35330,01441,0.019658471,2023-11-20
35331,01443,0.000250255,2023-11-20
35332,01444,0.013938042,2023-11-20
35333,01445,0.084004172,2023-11-20
35334,01446,0.00052414,2023-11-20
35335,01447,0.000422105,2023-11-20
35336,01448,0.018235345,2023-11-20
35337,01449,0.103852751,2023-11-20
35338,01450,0.088302549,2023-11-20
35339,01451,0.124695908,2023-11-20
35340,01452,0.001561679,2023-11-20
35341,01453,0.000700285,2023-11-20
35342,01454,0.001556309,2023-11-20
35343,01456,0.000568176,2023-11-20
35344,01457,0.041723905,2023-11-20
35345,02001,0.000620805,2023-11-20
35346,02002,0.000150368,2023-11-20
35347,02003,0.002902103,2023-11-20
35348,02004,0.003243653,2023-11-20
35349,02005,0.013526678,2023-11-20
35350,02006,1.8259e-05,2023-11-20
35351,02007,0.000235219,2023-11-20
35352,02008,0.002197521,2023-11-20
35353,02009,0.003299504,2023-11-20
35354,02010,0.002093338,2023-11-20
35355,02011,0.000405994,2023-11-20
35356,02012,0.000653027,2023-11-20
35357,02013,0.006310087,2023-11-20
35358,02014,0.000566028,2023-11-20
35359,02015,8.59246e-06,2023-11-20
35360,02016,0.000151442,2023-11-20
35361,02017,0.00374309,2023-11-20
35362,02018,4.40364e-05,2023-11-20
35363,02019,5.04807e-05,2023-11-20
35364,02020,0.002066486,2023-11-20
35365,02021,0.000745396,2023-11-20
35366,02022,2.57774e-05,2023-11-20
35367,02023,0.000309329,2023-11-20
35368,02024,0.000231996,2023-11-20
35369,02025,0.0,2023-11-20
35370,02027,0.003887013,2023-11-20
35371,02028,0.007852433,2023-11-20
35372,02029,0.002092264,2023-11-20
35373,02030,0.001374793,2023-11-20
35374,02031,0.002038561,2023-11-20
35375,02032,6.55175e-05,2023-11-20
35376,02033,0.0002277,2023-11-20
35377,02034,0.000150368,2023-11-20
35378,02035,0.001920415,2023-11-20
35379,02036,0.000726063,2023-11-20
35380,02037,0.006944855,2023-11-20
35381,02038,0.000245959,2023-11-20
35382,02039,0.002834437,2023-11-20
35383,02040,0.002087967,2023-11-20
35384,02041,0.000575695,2023-11-20
35385,02042,0.000276033,2023-11-20
35386,02043,4.18882e-05,2023-11-20
35387,02044,0.000775469,2023-11-20
35388,02046,0.00696741,2023-11-20
35389,02047,0.006965262,2023-11-20
35390,02048,0.002840882,2023-11-20
35391,02049,3.97401e-05,2023-11-20
35392,02050,0.00087106,2023-11-20
35393,02051,0.015326798,2023-11-20
35394,02052,2.14811e-06,2023-11-20
35395,02053,0.000386661,2023-11-20
35396,02054,0.000770099,2023-11-20
35397,02055,0.000241663,2023-11-20
35398,02056,5.04807e-05,2023-11-20
35399,02057,0.000283551,2023-11-20
35400,02058,0.000334032,2023-11-20
35401,02059,0.000226626,2023-11-20
35402,02060,0.001864564,2023-11-20
35403,02061,3.7592e-05,2023-11-20
35404,02062,0.015564165,2023-11-20
35405,02063,0.001749639,2023-11-20
35406,02064,0.0031051,2023-11-20
35407,02065,0.001806564,2023-11-20
35408,02066,0.003606685,2023-11-20
35409,02067,0.00202245,2023-11-20
35410,02068,0.002921436,2023-11-20
35411,02069,0.000920467,2023-11-20
35412,02070,0.000383438,2023-11-20
35413,02071,0.000352291,2023-11-20
35414,02072,0.00019333,2023-11-20
35415,02073,0.007196184,2023-11-20
35416,02074,0.000175071,2023-11-20
35417,02075,0.003299504,2023-11-20
35418,02076,0.006575379,2023-11-20
35419,02077,0.003160951,2023-11-20
35420,02078,9.98873e-05,2023-11-20
35421,02079,7.5184e-05,2023-11-20
35422,02080,0.000162183,2023-11-20
35423,02081,0.000607916,2023-11-20
35424,02082,0.000265292,2023-11-20
35425,02083,0.015191467,2023-11-20
35426,02084,0.016153822,2023-11-20
35427,02085,0.015595312,2023-11-20
35428,02086,0.00060362,2023-11-20
35429,02087,4.18882e-05,2023-11-20
35430,02088,0.00015896,2023-11-20
35431,02089,0.003117988,2023-11-20
35432,02090,0.000215886,2023-11-20
35433,02091,0.000738951,2023-11-20
35434,02093,0.000151442,2023-11-20
35435,02094,0.015850938,2023-11-20
35436,02095,0.000183664,2023-11-20
35437,02096,5.37029e-06,2023-11-20
35438,02097,0.00326406,2023-11-20
35439,02098,0.000276033,2023-11-20
35440,02099,0.000378068,2023-11-20
35441,02100,0.001510125,2023-11-20
35442,02101,1.07406e-06,2023-11-20
35443,02102,0.00051877,2023-11-20
35444,02103,0.002020302,2023-11-20
35445,02104,0.000125665,2023-11-20
35446,02105,0.015687681,2023-11-20
35447,02106,0.000300736,2023-11-20
35448,02107,0.000100961,2023-11-20
35449,02108,0.001898933,2023-11-20
35450,02109,0.003873051,2023-11-20
35451,02110,0.000727137,2023-11-20
35452,02111,0.0,2023-11-20
35453,02112,0.000191182,2023-11-20
35454,02114,0.015990565,2023-11-20
35455,02115,0.000388809,2023-11-20
35456,02116,0.002423073,2023-11-20
35457,02117,2.68514e-05,2023-11-20
35458,02118,0.002293112,2023-11-20
35459,02119,0.000310403,2023-11-20
35460,02120,0.000807691,2023-11-20
35461,02121,0.000247033,2023-11-20
35462,02122,0.0,2023-11-20
35463,02123,7.08878e-05,2023-11-20
35464,02124,7.08878e-05,2023-11-20
35465,02125,1.07406e-06,2023-11-20
35466,02126,0.000350143,2023-11-20
35467,02127,0.000132109,2023-11-20
35468,02128,0.001923637,2023-11-20
35469,02129,5.26288e-05,2023-11-20
35470,02130,0.003217876,2023-11-20
35471,02131,0.003059989,2023-11-20
35472,02132,2.14811e-06,2023-11-20
35473,02133,0.00048977,2023-11-20
35474,02134,0.003211431,2023-11-20
35475,02135,0.002434888,2023-11-20
35476,02136,0.003006286,2023-11-20
35477,02137,0.015727421,2023-11-20
35478,02138,0.000225552,2023-11-20
35479,02139,0.000586435,2023-11-20
35480,02140,0.000151442,2023-11-20
35481,02141,0.002365074,2023-11-20
35482,02142,0.003773163,2023-11-20
35483,02143,0.001374793,2023-11-20
35484,02144,0.00191934,2023-11-20
35485,02145,0.000622953,2023-11-20
35486,02146,0.00026207,2023-11-20
35487,02148,0.002270557,2023-11-20
35488,02149,0.003606685,2023-11-20
35489,02150,0.000340476,2023-11-20
35490,02151,9.77392e-05,2023-11-20
35491,02152,0.000729285,2023-11-20
35492,02153,4.51104e-05,2023-11-20
35493,02154,0.000226626,2023-11-20
35494,02155,0.001969821,2023-11-20
35495,02156,0.00280329,2023-11-20
35496,02157,0.007667695,2023-11-20
35497,02158,0.000258848,2023-11-20
35498,02159,0.000109554,2023-11-20
35499,02160,0.003241505,2023-11-20
35500,02162,7.30359e-05,2023-11-20
35501,02163,0.015940085,2023-11-20
35502,02164,0.015288132,2023-11-20
35503,02165,0.000151442,2023-11-20
35504,02166,0.015346131,2023-11-20
35505,02167,0.000833468,2023-11-20
35506,02168,0.01600238,2023-11-20
35507,02169,0.002809734,2023-11-20
35508,02170,0.000124591,2023-11-20
35509,02171,0.000185812,2023-11-20
35510,02172,0.002698032,2023-11-20
35511,02173,0.000601472,2023-11-20
35512,02174,0.002163151,2023-11-20
35513,02175,0.00014822,2023-11-20
35514,02176,9.88133e-05,2023-11-20
35515,02177,2.89995e-05,2023-11-20
35516,02178,0.00045003,2023-11-20
35517,02179,5.26288e-05,2023-11-20
35518,02180,0.003865532,2023-11-20
35519,02181,0.000737877,2023-11-20
35520,02182,0.001544494,2023-11-20
35521,02183,0.0021363,2023-11-20
35522,02184,5.47769e-05,2023-11-20
35523,02185,3.86661e-05,2023-11-20
35524,02186,0.000535955,2023-11-20
35525,02187,0.015881012,2023-11-20
35526,02188,0.000372698,2023-11-20
35527,02189,0.000512325,2023-11-20
35528,02190,0.002864511,2023-11-20
35529,02191,0.001966599,2023-11-20
35530,02192,0.000146072,2023-11-20
35531,02193,1.61109e-05,2023-11-20
35532,02194,0.00291714,2023-11-20
35533,02195,0.00079158,2023-11-20
35534,02196,0.001966599,2023-11-20
35535,02197,0.003297356,2023-11-20
35536,02198,0.002293112,2023-11-20
35537,02199,0.000345846,2023-11-20
35538,02200,0.003207135,2023-11-20
35539,02201,0.00270555,2023-11-20
35540,02203,0.000253478,2023-11-20
35541,02204,7.5184e-06,2023-11-20
35542,02205,0.00029107,2023-11-20
35543,02206,5.90732e-05,2023-11-20
35544,02207,0.000577843,2023-11-20
35545,02208,0.000184738,2023-11-20
35546,02209,9.66652e-05,2023-11-20
35547,02210,0.000782988,2023-11-20
35548,02211,0.007202628,2023-11-20
35549,02212,0.000549917,2023-11-20
35550,02213,0.000293218,2023-11-20
35551,02214,0.000347995,2023-11-20
35552,02215,0.000411364,2023-11-20
35553,02216,0.002682995,2023-11-20
35554,02217,0.000109554,2023-11-20
35555,02218,0.006519528,2023-11-20
35556,02219,0.000109554,2023-11-20
35557,02220,2.04071e-05,2023-11-20
35558,02221,0.015704866,2023-11-20
35559,02222,0.00374309,2023-11-20
35560,02223,0.000369476,2023-11-20
35561,02224,0.000758284,2023-11-20
35562,02225,9.02208e-05,2023-11-20
35563,02226,0.003159877,2023-11-20
35564,02227,0.015075469,2023-11-20
35565,02228,0.000305032,2023-11-20
35566,02229,0.000114924,2023-11-20
35567,02230,0.000731433,2023-11-20
35568,02231,0.003882717,2023-11-20
35569,02232,0.002983731,2023-11-20
35570,02233,8.69986e-05,2023-11-20
35571,02234,0.000539177,2023-11-20
35572,02235,0.000385587,2023-11-20
35573,02236,0.000110628,2023-11-20
35574,02237,2.14811e-06,2023-11-20
35575,02238,2.14811e-06,2023-11-20
35576,02239,0.000299662,2023-11-20
35577,02240,0.000143924,2023-11-20
35578,02241,0.000344772,2023-11-20
35579,02242,9.88133e-05,2023-11-20
35580,02243,0.003027768,2023-11-20
35581,02244,0.000372698,2023-11-20
35582,02245,0.003084693,2023-11-20
35583,02246,5.04807e-05,2023-11-20
35584,02248,4.08142e-05,2023-11-20
35585,02249,4.29623e-06,2023-11-20
35586,02250,0.000224478,2023-11-20
35587,02251,0.000124591,2023-11-20
35588,02252,0.000321143,2023-11-20
35589,02253,0.000384513,2023-11-20
35590,02254,1.07406e-06,2023-11-20
35591,02255,0.000134257,2023-11-20
35592,02256,0.002417703,2023-11-20
35593,02257,0.003776386,2023-11-20
35594,02258,5.90732e-05,2023-11-20
35595,02259,0.002817252,2023-11-20
35596,02260,0.000152516,2023-11-20
35597,02261,0.002825845,2023-11-20
35598,02262,0.000173997,2023-11-20
35599,02263,0.000726063,2023-11-20
35600,02264,0.002918214,2023-11-20
35601,02265,0.000437141,2023-11-20
35602,02266,0.000737877,2023-11-20
35603,02267,0.002667958,2023-11-20
35604,02268,0.015753199,2023-11-20
35605,02269,0.001781861,2023-11-20
35606,02270,7.73321e-05,2023-11-20
35607,02271,2.04071e-05,2023-11-20
35608,02272,0.000186886,2023-11-20
35609,02273,6.55175e-05,2023-11-20
35610,02274,0.00048977,2023-11-20
35611,02275,0.000241663,2023-11-20
35612,02276,0.000337254,2023-11-20
35613,02277,4.18882e-05,2023-11-20
35614,02278,0.003203913,2023-11-20
35615,02279,0.015676941,2023-11-20
35616,02280,0.015635053,2023-11-20
35617,02281,0.000572473,2023-11-20
35618,02282,0.006503417,2023-11-20
35619,02283,0.002867733,2023-11-20
35620,02284,0.000185812,2023-11-20
35621,02286,0.0006831,2023-11-20
35622,02287,0.003642128,2023-11-20
35623,02288,7.94802e-05,2023-11-20
35624,02289,0.00030181,2023-11-20
35625,02290,0.016404078,2023-11-20
35626,02291,0.001733529,2023-11-20
35627,02292,0.015908937,2023-11-20
35628,02293,5.37029e-05,2023-11-20
35629,02294,0.00190323,2023-11-20
35630,02295,0.003212505,2023-11-20
35631,02296,0.001719566,2023-11-20
35632,02297,0.015995936,2023-11-20
35633,02298,0.001729232,2023-11-20
35634,02299,0.006624786,2023-11-20
35635,02302,8.80727e-05,2023-11-20
35636,02303,0.003474575,2023-11-20
35637,02304,0.000151442,2023-11-20
35638,02305,0.015175356,2023-11-20
35639,02306,8.91468e-05,2023-11-20
35640,02307,8.80727e-05,2023-11-20
35641,02308,0.002127708,2023-11-20
35642,02309,0.005094254,2023-11-20
35643,02310,1.71849e-05,2023-11-20
35644,02311,0.00030718,2023-11-20
35645,02312,0.002544442,2023-11-20
35646,02313,0.001944044,2023-11-20
35647,02315,5.15548e-05,2023-11-20
35648,02316,0.002845178,2023-11-20
35649,02317,7.73321e-05,2023-11-20
35650,02318,0.000129961,2023-11-20
35651,02319,9.4517e-05,2023-11-20
35652,02320,0.001650826,2023-11-20
35653,02321,0.003192098,2023-11-20
35654,02322,0.000379142,2023-11-20
35655,02323,0.000178294,2023-11-20
35656,02324,0.002029968,2023-11-20
35657,02326,0.000403846,2023-11-20
35658,02327,5.47769e-05,2023-11-20
35659,02328,0.000287847,2023-11-20
35660,02329,0.000123517,2023-11-20
35661,02330,0.003472427,2023-11-20
35662,02331,0.001349016,2023-11-20
35663,02332,0.015075469,2023-11-20
35664,02333,2.14811e-06,2023-11-20
35665,02334,0.000128887,2023-11-20
35666,02335,0.000124591,2023-11-20
35667,02336,0.000505881,2023-11-20
35668,02337,0.002572367,2023-11-20
35669,02338,0.002823697,2023-11-20
35670,02339,1.07406e-06,2023-11-20
35671,02340,0.003806459,2023-11-20
35672,02341,0.003126581,2023-11-20
35673,02342,0.002575589,2023-11-20
35674,02343,7.73321e-05,2023-11-20
35675,02345,0.000342624,2023-11-20
35676,02346,0.000492992,2023-11-20
35677,02347,0.015998084,2023-11-20
35678,02349,0.000117072,2023-11-20
