,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
115,2024-10-31,115434.28760893429,112394.91359124359,119386.43125952622,112342.08472304483,118637.88107679317,472.9668720244762,472.9668720244762,472.9668720244762,472.9668720244762,472.9668720244762,472.9668720244762,0.0,0.0,0.0,115907.25448095877
116,2024-11-30,117212.03163323029,112877.23073049619,120531.86627739064,113883.04501736691,120646.81823204296,-587.897450946289,-587.897450946289,-587.897450946289,-587.897450946289,-587.897450946289,-587.897450946289,0.0,0.0,0.0,116624.134182284
117,2024-12-31,119049.03379166944,115170.19601142617,123108.62630922852,115494.17625006336,122715.58214703084,-14.833731993937874,-14.833731993937874,-14.833731993937874,-14.833731993937874,-14.833731993937874,-14.833731993937874,0.0,0.0,0.0,119034.20005967551
118,2025-01-31,120886.03595010864,117649.69658679487,126078.88451659787,117084.11755739452,124768.93924047274,1015.0556611368197,1015.0556611368197,1015.0556611368197,1015.0556611368197,1015.0556611368197,1015.0556611368197,0.0,0.0,0.0,121901.09161124546
119,2025-02-28,122545.26370611822,117851.69832129056,127038.84838359465,118520.74646602385,126666.82778347628,-176.16716540447086,-176.16716540447086,-176.16716540447086,-176.16716540447086,-176.16716540447086,-176.16716540447086,0.0,0.0,0.0,122369.09654071374
120,2025-03-31,124382.26586455737,119979.87176583515,129151.72196024931,120098.13621905736,128789.88121182709,195.73216321849955,195.73216321849955,195.73216321849955,195.73216321849955,195.73216321849955,195.73216321849955,0.0,0.0,0.0,124577.99802777587
121,2025-04-30,126160.00988885335,121886.77094366746,131689.80916894073,121676.32435781806,130854.78579214147,530.1389624071451,530.1389624071451,530.1389624071451,530.1389624071451,530.1389624071451,530.1389624071451,0.0,0.0,0.0,126690.1488512605
122,2025-05-31,127997.0120472925,122392.82888470821,132773.0640951953,123243.80446554275,133006.61041876822,-516.6388901240962,-516.6388901240962,-516.6388901240962,-516.6388901240962,-516.6388901240962,-516.6388901240962,0.0,0.0,0.0,127480.3731571684
123,2025-06-30,129774.7560715885,124709.87659528953,135463.76050662796,124734.61881329471,135015.34045859473,217.21931307064375,217.21931307064375,217.21931307064375,217.21931307064375,217.21931307064375,217.21931307064375,0.0,0.0,0.0,129991.97538465915
124,2025-07-31,131611.75823002766,126516.4923874951,137643.0678676589,126342.24221604872,137125.16492334436,434.13573541435915,434.13573541435915,434.13573541435915,434.13573541435915,434.13573541435915,434.13573541435915,0.0,0.0,0.0,132045.89396544202
125,2025-08-31,133448.76038846685,127905.43161414801,139620.84451256532,127978.03921737765,139260.39385051033,150.63094542750642,150.63094542750642,150.63094542750642,150.63094542750642,150.63094542750642,150.63094542750642,0.0,0.0,0.0,133599.39133389437
126,2025-09-30,135226.50441276282,129257.51283095469,141223.86856484483,129520.80876125275,141286.47755803738,-30.775488145691426,-30.775488145691426,-30.775488145691426,-30.775488145691426,-30.775488145691426,-30.775488145691426,0.0,0.0,0.0,135195.72892461714
127,2025-10-31,137063.506571202,131017.32270931079,143809.9633972281,131098.42015403218,143382.23880725304,251.64935093030394,251.64935093030394,251.64935093030394,251.64935093030394,251.64935093030394,251.64935093030394,0.0,0.0,0.0,137315.15592213228
128,2025-11-30,138841.25059549802,131280.69936869433,144970.41926117556,132573.21367496654,145447.838466293,-664.9277620786453,-664.9277620786453,-664.9277620786453,-664.9277620786453,-664.9277620786453,-664.9277620786453,0.0,0.0,0.0,138176.32283341937
129,2025-12-31,140678.25275393718,134127.81160003872,147915.75460542866,134088.35283926845,147492.48039335385,326.63084414788443,326.63084414788443,326.63084414788443,326.63084414788443,326.63084414788443,326.63084414788443,0.0,0.0,0.0,141004.88359808506
130,2026-01-31,142515.25491237637,135750.23611452282,150532.91671071472,135638.123537349,149584.40060285112,628.2425068435472,628.2425068435472,628.2425068435472,628.2425068435472,628.2425068435472,628.2425068435472,0.0,0.0,0.0,143143.49741921993
131,2026-02-28,144174.48266838593,136688.83137573767,151834.51833810276,137074.75390662684,151463.7617304856,-128.57389448199058,-128.57389448199058,-128.57389448199058,-128.57389448199058,-128.57389448199058,-128.57389448199058,0.0,0.0,0.0,144045.90877390394
132,2026-03-31,146011.4848268251,138650.60793267298,154032.76465856633,138674.63560034262,153649.72392340505,531.6723900124181,531.6723900124181,531.6723900124181,531.6723900124181,531.6723900124181,531.6723900124181,0.0,0.0,0.0,146543.1572168375
133,2026-04-30,147789.2288511211,140229.96253632702,156561.49749655192,140141.47498815882,155822.0567690045,403.4239418598439,403.4239418598439,403.4239418598439,403.4239418598439,403.4239418598439,403.4239418598439,0.0,0.0,0.0,148192.65279298092
134,2026-05-31,149626.23100956023,140919.58392067268,157464.0663814348,141619.83477741218,158024.6049617998,-512.8722553956596,-512.8722553956596,-512.8722553956596,-512.8722553956596,-512.8722553956596,-512.8722553956596,0.0,0.0,0.0,149113.35875416457
135,2026-06-30,151403.97503385623,142958.07183405396,160385.50670409756,143040.23536382857,160076.9042957919,-2.7720756963014987,-2.7720756963014987,-2.7720756963014987,-2.7720756963014987,-2.7720756963014987,-2.7720756963014987,0.0,0.0,0.0,151401.20295815993
136,2026-07-31,153240.97719229542,144967.72572778398,162880.91808791916,144548.19903199456,162287.2242848192,543.5141845609728,543.5141845609728,543.5141845609728,543.5141845609728,543.5141845609728,543.5141845609728,0.0,0.0,0.0,153784.4913768564
137,2026-08-31,155077.9793507346,146120.77062003678,165034.7852098684,146093.94523485328,164460.7513156687,118.78038860378398,118.78038860378398,118.78038860378398,118.78038860378398,118.78038860378398,118.78038860378398,0.0,0.0,0.0,155196.75973933836
138,2026-09-30,156855.72337503056,148046.62259613836,167123.70467770108,147605.38763576763,166523.03990099014,244.539409734836,244.539409734836,244.539409734836,244.539409734836,244.539409734836,244.539409734836,0.0,0.0,0.0,157100.2627847654
139,2026-10-31,158692.72553346973,149122.93733698773,169153.14419612076,149181.96322972878,168749.48744641693,25.765229785795015,25.765229785795015,25.765229785795015,25.765229785795015,25.765229785795015,25.765229785795015,0.0,0.0,0.0,158718.4907632555
140,2026-11-30,160470.4695577657,149900.0855906778,170068.14397236687,150612.1149729471,170955.4883375083,-736.7376647551309,-736.7376647551309,-736.7376647551309,-736.7376647551309,-736.7376647551309,-736.7376647551309,0.0,0.0,0.0,159733.73189301055
141,2026-12-31,162307.47171620486,152440.04212765757,173887.71511420194,152148.15740000212,173225.61881345953,664.41777893102,664.41777893102,664.41777893102,664.41777893102,664.41777893102,664.41777893102,0.0,0.0,0.0,162971.8894951359
142,2027-01-31,164144.47387464406,154162.4950804264,175757.93392833104,153680.2717932691,175444.597929149,237.82017178683327,237.82017178683327,237.82017178683327,237.82017178683327,237.82017178683327,237.82017178683327,0.0,0.0,0.0,164382.29404643088
143,2027-02-28,165803.7016306536,155095.9131443143,177258.02194079047,155108.85663236715,177452.56363966048,-72.42859980564997,-72.42859980564997,-72.42859980564997,-72.42859980564997,-72.42859980564997,-72.42859980564997,0.0,0.0,0.0,165731.27303084795
144,2027-03-31,167640.7037890928,157102.37164324173,180690.00716321316,156640.31282133207,179681.32106878777,866.3234074459577,866.3234074459577,866.3234074459577,866.3234074459577,866.3234074459577,866.3234074459577,0.0,0.0,0.0,168507.02719653875
145,2027-04-30,169418.44781338878,157971.03984660454,181865.7648141102,157985.29409387129,181807.59912718923,271.0559420526403,271.0559420526403,271.0559420526403,271.0559420526403,271.0559420526403,271.0559420526403,0.0,0.0,0.0,169689.5037554414
146,2027-05-31,171255.44997182794,159037.60504623494,183526.44611714222,159420.7109237095,183995.30311334284,-511.2657307745809,-511.2657307745809,-511.2657307745809,-511.2657307745809,-511.2657307745809,-511.2657307745809,0.0,0.0,0.0,170744.18424105336
147,2027-06-30,173033.1939961239,160409.57252200946,185853.52329215658,160762.6249460451,186065.02529639617,-220.57876445734954,-220.57876445734954,-220.57876445734954,-220.57876445734954,-220.57876445734954,-220.57876445734954,0.0,0.0,0.0,172812.61523166657
148,2027-07-31,174870.1961545631,162796.98125048715,188848.89390394956,162228.62897553926,188251.96028149317,656.7083207112852,656.7083207112852,656.7083207112852,656.7083207112852,656.7083207112852,656.7083207112852,0.0,0.0,0.0,175526.90447527438
149,2027-08-31,176707.1983130023,163744.17359985007,190687.7084818273,163696.3651928603,190332.55137898217,89.56823386167088,89.56823386167088,89.56823386167088,89.56823386167088,89.56823386167088,89.56823386167088,0.0,0.0,0.0,176796.76654686398
150,2027-09-30,178484.9423372983,165720.36933488582,193281.82151779343,165110.63519636888,192432.70643819694,516.4859217320113,516.4859217320113,516.4859217320113,516.4859217320113,516.4859217320113,516.4859217320113,0.0,0.0,0.0,179001.4282590303
151,2027-10-31,180321.94449573744,166274.54213437904,194672.3155574125,166534.52933748736,194787.6088814896,-204.48174452001788,-204.48174452001788,-204.48174452001788,-204.48174452001788,-204.48174452001788,-204.48174452001788,0.0,0.0,0.0,180117.46275121742
152,2027-11-30,182099.68852003347,166888.17408915597,196295.30825203017,167938.8829370352,197043.74474394394,-803.2709741103222,-803.2709741103222,-803.2709741103222,-803.2709741103222,-803.2709741103222,-803.2709741103222,0.0,0.0,0.0,181296.41754592315
153,2027-12-31,183936.69067847266,170493.1192417923,199883.42781778003,169533.53715386515,199270.71598493357,998.2723283587432,998.2723283587432,998.2723283587432,998.2723283587432,998.2723283587432,998.2723283587432,0.0,0.0,0.0,184934.9630068314
