,insee,nom,surf_ha,x,y
29956,50027,Bacilly,1637.0,-1.4330206,48.704254
29957,22313,Saint-Martin-des-Prés,2060.0,-2.9646688,48.305305
29958,22047,Corlay,1411.0,-3.0377035,48.30987
29959,22384,Uzel,693.0,-2.8478403,48.280907
29960,22009,Le Bodéo,1028.0,-2.9212677,48.326244
29961,22001,Allineuc,2445.0,-2.867023,48.311527
29962,22170,Plaine-Haute,1587.0,-2.8591168,48.4433
29963,22203,Plœuc-L'Hermitage,8399.0,-2.7952538,48.34072
29964,22074,Le Haut-Corlay,2609.0,-3.0321076,48.340458
29965,22169,Peumerit-Quintin,1499.0,-3.2852268,48.363247
29966,22023,Bulat-Pestivien,3173.0,-3.3326898,48.434223
29967,22138,Maël-Pestivien,3188.0,-3.2902906,48.403732
29968,22320,Saint-Nicodème,1716.0,-3.3399098,48.35396
29969,22289,Saint-Fiacre,971.0,-3.0528483,48.455273
29970,22335,Senven-Léhart,1273.0,-3.0652802,48.43523
29971,22189,Plésidy,2625.0,-3.1261084,48.441574
29972,22088,Kerien,2213.0,-3.2306437,48.409355
29973,22139,Magoar,788.0,-3.177063,48.401154
29974,22294,Saint-Gilles-Pligeaux,1997.0,-3.0868816,48.379635
29975,22029,Canihuel,3239.0,-3.095915,48.337223
29976,22092,Kerpert,2128.0,-3.136431,48.38984
29977,22115,Lanrivain,3754.0,-3.2152574,48.359028
29978,22321,Saint-Nicolas-du-Pélem,4150.0,-3.164326,48.322727
29979,22365,Trémargat,1397.0,-3.2671351,48.330006
29980,22287,Saint-Donan,2294.0,-2.886614,48.46576
29981,22176,Plédran,3467.0,-2.745118,48.443184
29982,22171,Plaintel,2758.0,-2.8103423,48.410156
29983,66209,Thuès-Entre-Valls,2009.0,2.22999,42.50402
29984,35322,Le Sel-de-Bretagne,854.0,-1.6063684,47.898018
29985,35212,Pancé,1970.0,-1.6428636,47.888634
29986,22307,Saint-Julien,563.0,-2.8179383,48.447514
29987,22284,Saint-Connan,1374.0,-3.07521,48.41241
29988,22386,Le Vieux-Bourg,2569.0,-3.003699,48.390636
29989,22291,Saint-Gildas,1606.0,-3.0065074,48.422497
29990,22011,Boqueho,2775.0,-2.9850411,48.468254
29991,22045,Cohiniac,1254.0,-2.9467309,48.451473
29992,22126,Le Leslay,509.0,-2.9650378,48.42394
29993,22276,Saint-Bihy,834.0,-2.9669907,48.375443
29994,22073,La Harmoye,1786.0,-2.9688153,48.346027
29995,22099,Lanfains,2236.0,-2.9114978,48.365337
29996,22277,Saint-Brandan,2555.0,-2.862994,48.389908
29997,66191,Sansa,2286.0,2.1805243,42.61951
29998,56188,Quistinic,4295.0,-3.1274023,47.909233
29999,56234,Saint-Pierre-Quiberon,802.0,-3.1386783,47.523235
30000,56152,Le Palais,1781.0,-3.170656,47.34283
30001,56148,Nostang,1727.0,-3.1745868,47.75504
30002,56097,Landévant,2266.0,-3.1132207,47.771812
30003,56054,Erdeven,3078.0,-3.1565378,47.636898
30004,56013,Belz,1924.0,-3.1646175,47.674408
30005,56055,Étel,238.0,-3.1997788,47.657093
30006,56233,Saint-Philibert,724.0,-3.0007632,47.587788
30007,56106,Larmor-Baden,398.0,-2.8998427,47.59191
30008,56116,Locmariaquer,1132.0,-2.9628265,47.57752
30009,56087,Île-aux-Moines,327.0,-2.8487344,47.586273
30010,56088,Île-d'Arz,317.0,-2.7965455,47.588696
30011,56243,Séné,1716.0,-2.7308118,47.623714
30012,56008,Baden,2360.0,-2.9033432,47.61498
30013,56034,Carnac,3343.0,-3.0704663,47.608128
30014,56005,Arzon,908.0,-2.8864748,47.547703
30015,56205,Saint-Armel,794.0,-2.7130215,47.563663
30016,56084,Le Hézo,491.0,-2.689698,47.580128
30017,22084,Jugon-les-Lacs Commune nouvelle,3877.0,-2.3268974,48.406116
30018,22015,Bréhand,2595.0,-2.588771,48.39366
30019,56149,Noyal-Muzillac,4938.0,-2.4595604,47.59953
30020,56002,Ambon,3538.0,-2.538908,47.557526
30021,56248,Surzur,5371.0,-2.6282854,47.572044
30022,56109,Lauzach,1085.0,-2.5561008,47.61137
30023,56018,Billiers,597.0,-2.479007,47.5234
30024,56251,Theix-Noyalo,5134.0,-2.6488225,47.63315
30025,53049,Châlons-du-Maine,984.0,-0.64461255,48.159565
30026,53243,Saint-Ouën-des-Toits,2125.0,-0.89314646,48.142414
30027,53224,Saint-Germain-le-Fouilloux,1571.0,-0.81256133,48.14041
30028,53105,Gesnes,1121.0,-0.59365016,48.150402
30029,35334,Thorigné-Fouillard,1362.0,-1.5844382,48.156597
30030,35166,Marpiré,1135.0,-1.3525825,48.147068
30031,35052,Champeaux,1040.0,-1.3008592,48.138935
30032,35194,Montreuil-sous-Pérouse,1606.0,-1.2426212,48.151104
30033,35278,Saint-Grégoire,1749.0,-1.6853412,48.158478
30034,35141,Landavran,518.0,-1.284764,48.161083
30035,56220,Sainte-Hélène,1128.0,-3.184521,47.717213
30036,56168,Plouharnel,1925.0,-3.1227999,47.600033
30037,56021,Brandérion,605.0,-3.1932964,47.792328
30038,50234,La Haye-Bellefond,292.0,-1.1882706,48.980095
30039,35061,La Chapelle-Erbrée,1194.0,-1.0897716,48.14033
30040,35022,Bécherel,56.0,-1.9429134,48.29633
30041,35258,Saint-Brieuc-des-Iffs,821.0,-1.8432782,48.303814
30042,35050,Cardroc,733.0,-1.8935788,48.28472
30043,35130,Hédé-Bazouges,1472.0,-1.7777022,48.302177
30044,35025,Billé,1702.0,-1.2511528,48.293865
30045,35137,Javené,1851.0,-1.2059937,48.31709
30046,50072,Brainville,323.0,-1.4992629,49.082695
30047,22346,Trédaniel,1602.0,-2.6052299,48.346455
30048,22312,Saint-Maden,678.0,-2.0687473,48.33761
30049,22308,Saint-Juvat,1807.0,-2.0544045,48.36188
30050,22391,Yvignac-la-Tour,3637.0,-2.1705356,48.349003
30051,22369,Trémeur,1484.0,-2.2685506,48.350662
30052,22239,Plumaudan,1919.0,-2.1151164,48.356407
30053,22020,Broons,3579.0,-2.24089,48.3113
30054,22337,Sévignac,4403.0,-2.3197906,48.332336
30055,22185,Plénée-Jugon,6244.0,-2.4152396,48.355637
30056,22165,Penguily,1074.0,-2.4942172,48.37117
30057,22296,Saint-Glen,1095.0,-2.5211055,48.353275
30058,50496,Saint-Jean-le-Thomas,254.0,-1.5156057,48.726955
30059,50447,Saint-Aubin-des-Préaux,845.0,-1.5013745,48.807156
30060,50095,Canisy,1836.0,-1.1565977,49.074955
30061,50483,Saint-Gilles,790.0,-1.1619794,49.09714
30062,22345,Trébry,2563.0,-2.5575106,48.345596
30063,22184,Plémy,4002.0,-2.6766028,48.338104
30064,80741,Soyécourt,520.0,2.7959347,49.86402
30065,50302,Le Mesnil-Amey,285.0,-1.2124459,49.105232
30066,50093,Cametours,736.0,-1.2843212,49.071
30067,50092,Cambernon,1710.0,-1.3807695,49.087124
30068,50279,Le Lorey,1475.0,-1.2994791,49.098076
30069,56262,Le Bono,616.0,-2.9392488,47.6369
30070,56003,Arradon,1846.0,-2.8232715,47.633804
30071,56164,Ploeren,2052.0,-2.8428645,47.661785
30072,76694,Tocqueville-en-Caux,317.0,0.9104818,49.783646
30073,50094,Camprond,627.0,-1.3382287,49.085766
30074,50345,Monthuchon,779.0,-1.419448,49.088573
30075,80740,Sourdon,513.0,2.40159,49.707775
30076,50624,La Vendelée,511.0,-1.4581156,49.083076
30077,50340,Montcuit,488.0,-1.3469411,49.11571
30078,50420,Quibou,1729.0,-1.2122442,49.071987
30079,76365,Houdetot,578.0,0.80630934,49.816532
30080,50098,Carantilly,1089.0,-1.2496465,49.066082
30081,47241,Saint-Eutrope-de-Born,3833.0,0.7086481,44.577847
30082,50556,Sainte-Suzanne-sur-Vire,506.0,-1.056963,49.07288
30083,95212,Épiais-lès-Louvres,344.0,2.548599,49.03045
30084,50034,Baudre,380.0,-1.0691816,49.0879
30085,50002,Agneaux,657.0,-1.1295935,49.11605
30086,22262,Quintin,312.0,-2.9116204,48.40326
30087,22059,Le Fœil,2188.0,-2.9150436,48.417397
30088,22046,Le Mené,16336.0,-2.5311823,48.282597
30089,56258,La Trinité-sur-Mer,682.0,-3.0371335,47.58892
30090,53043,Brée,1658.0,-0.51824254,48.156265
30091,35193,Montreuil-le-Gast,920.0,-1.7205155,48.24388
30092,35066,Chartres-de-Bretagne,995.0,-1.7065079,48.044918
30093,53245,Saint-Pierre-des-Landes,4221.0,-1.0284534,48.288113
30094,53155,Montenay,3788.0,-0.8927116,48.27939
30095,53179,Placé,2580.0,-0.7754926,48.264412
30096,53162,Moulay,871.0,-0.6213474,48.265247
30097,35232,Princé,1232.0,-1.1058619,48.237526
30098,35163,Luitré-Dompierre,3926.0,-1.1340302,48.28681
30099,53096,Ernée,3639.0,-0.9361525,48.304123
30100,53028,Belgeard,1311.0,-0.5602622,48.251854
30101,53072,Commer,2309.0,-0.62065506,48.235306
30102,53074,Contest,2330.0,-0.689681,48.259705
30103,27185,Crestot,633.0,0.9693289,49.20458
30104,53021,La Bazoge-Montpinçon,848.0,-0.5834841,48.27163
30105,53226,Saint-Hilaire-du-Maine,3048.0,-0.9310514,48.222702
30106,53048,Chailland,3585.0,-0.8687842,48.232563
30107,53123,Juvigné,6255.0,-1.0222424,48.235596
30108,53031,La Bigottière,1864.0,-0.7955847,48.22254
30109,53039,Le Bourgneuf-la-Forêt,2890.0,-0.97775763,48.163967
30110,53040,Bourgon,2134.0,-1.0450662,48.160816
30111,53146,Martigné-sur-Mayenne,3188.0,-0.6608369,48.202602
30112,53222,Saint-Germain-d'Anxure,1049.0,-0.73347694,48.218357
30113,53225,Saint-Germain-le-Guillaume,1350.0,-0.8279117,48.207485
30114,53156,Montflours,801.0,-0.72664714,48.169765
30115,53086,La Croixille,2018.0,-1.0415304,48.19724
30116,35072,Châtillon-en-Vendelais,3213.0,-1.1648074,48.228825
30117,35185,Montautour,691.0,-1.1207615,48.204746
30118,35300,Saint-M'Hervé,3111.0,-1.1115863,48.172516
30119,53005,Andouillé,3698.0,-0.7925108,48.177372
30120,53195,Sacé,1251.0,-0.69883716,48.18017
30121,53015,La Baconnière,2782.0,-0.9001493,48.17492
30122,53023,La Bazouge-des-Alleux,1817.0,-0.6008644,48.1864
30123,56252,Le Tour-du-Parc,711.0,-2.6577084,47.530357
30124,56137,Monterblanc,2559.0,-2.6962712,47.731346
30125,56120,Locqueltas,1953.0,-2.7581673,47.76388
30126,56157,Plaudren,4122.0,-2.6952567,47.779297
30127,56254,Trédion,2587.0,-2.5839286,47.782936
30128,56053,Elven,6441.0,-2.5929542,47.73277
30129,56135,Molac,2860.0,-2.4392498,47.736057
30130,56219,Saint-Guyomard,1972.0,-2.5023043,47.779427
30131,56045,Le Cours,1579.0,-2.5081244,47.749157
30132,56206,Saint-Avé,2612.0,-2.7418656,47.698723
30133,56231,Saint-Nolff,2606.0,-2.6659305,47.698517
30134,56108,Larré,1703.0,-2.4942687,47.71603
30135,56261,La Vraie-Croix,1678.0,-2.518847,47.69002
30136,56115,Locmaria-Grand-Champ,1412.0,-2.7901607,47.759956
30137,56132,Meucon,574.0,-2.7739532,47.723995
30138,53002,Alexain,1641.0,-0.73593503,48.23246
30139,35086,Combourtillé,930.0,-1.2645248,48.26618
30140,35118,Gahard,2517.0,-1.5271343,48.2882
30141,35170,Mecé,1619.0,-1.2864991,48.24104
30142,35192,Montreuil-des-Landes,944.0,-1.227819,48.250835
30143,35214,Parcé,1720.0,-1.1947014,48.27106
30144,35251,Saint-Aubin-d'Aubigné,2348.0,-1.6003212,48.261993
30145,35274,Saint-Germain-sur-Ille,391.0,-1.6521795,48.25045
30146,35296,Saint-Médard-sur-Ille,1844.0,-1.6711155,48.272957
30147,35107,Ercé-près-Liffré,1584.0,-1.5170759,48.254444
30148,35121,Gosné,1849.0,-1.4585952,48.250313
30149,35253,Saint-Aubin-du-Cormier,2762.0,-1.4210466,48.258358
30150,35282,Rives-du-Couesnon,4917.0,-1.3456849,48.284863
30151,35152,Liffré,6654.0,-1.5145762,48.204075
30152,35101,Dourdain,1392.0,-1.3797886,48.193275
30153,35024,Betton,2678.0,-1.6464856,48.181225
30154,35015,Balazé,3651.0,-1.1833166,48.1779
30155,35197,Mouazé,837.0,-1.6075919,48.218212
30156,35330,Taillis,1311.0,-1.2400906,48.18422
30157,35347,Val-d'Izé,4560.0,-1.3049927,48.189854
30158,27579,Saint-Ouen-de-Pontcheuil,120.0,0.95077336,49.234795
30159,79231,Romans,1151.0,-0.2287026,46.356155
30160,35315,Saint-Sulpice-la-Forêt,675.0,-1.5759388,48.21239
30161,35031,La Bouëxière,4989.0,-1.4369779,48.17464
30162,35079,Chevaigné,1040.0,-1.6363279,48.224453
30163,35173,Melesse,3251.0,-1.6896167,48.21933
30164,35154,Livré-sur-Changeon,2670.0,-1.3486047,48.227177
30165,56247,Sulniac,2813.0,-2.562126,47.660217
30166,56255,Treffléan,1839.0,-2.6219637,47.67828
30167,56184,Questembert,6577.0,-2.436509,47.66394
30168,79355,Vouillé,2243.0,-0.35561725,46.315933
30169,79302,Saivres,2128.0,-0.23289914,46.437096
30170,79249,Saint-Gelais,1662.0,-0.3884093,46.37913
30171,76519,Rainfreville,257.0,0.9231385,49.79327
30172,35067,Chasné-sur-Illet,963.0,-1.5713991,48.235348
30173,35260,Saint-Christophe-des-Bois,925.0,-1.2363861,48.22665
30174,22348,Trédias,1129.0,-2.2231946,48.364944
30175,22153,Moncontour,48.0,-2.6338742,48.358307
30176,22079,Hénon,4204.0,-2.683799,48.38674
30177,56177,Pluvigner,8296.0,-3.015824,47.782574
30178,56096,Landaul,1801.0,-3.0990686,47.741535
30179,56023,Brech,3991.0,-3.02411,47.709293
30180,56175,Plumergat,4219.0,-2.9228997,47.727802
30181,56022,Brandivy,2601.0,-2.9222646,47.78428
30182,56067,Grand-Champ,6742.0,-2.8478978,47.760784
30183,56158,Plescop,2344.0,-2.8312192,47.697575
30184,29062,Gouézec,3116.0,-3.9722195,48.17003
30185,29139,Lopérec,3998.0,-4.034729,48.301685
30186,35068,Châteaubourg,2891.0,-1.4040538,48.119793
30187,76327,Greuville,297.0,0.91023004,49.80671
30188,76731,Vénestanville,263.0,0.8980663,49.793945
30189,56263,Sainte-Anne-d'Auray,498.0,-2.9528167,47.700367
30190,56143,Muzillac,3801.0,-2.473618,47.555035
30191,56052,Damgan,866.0,-2.577489,47.522133
30192,44049,Le Croisic,491.0,-2.5242584,47.292538
30193,44010,Batz-sur-Mer,954.0,-2.4672132,47.280495
30194,44125,Piriac-sur-Mer,1256.0,-2.520588,47.378326
30195,44097,Mesquer,1681.0,-2.4710238,47.396072
30196,44211,La Turballe,1872.0,-2.4886503,47.350616
30197,44183,Saint-Molf,2324.0,-2.41442,47.388256
30198,56155,Pénestin,2189.0,-2.4656005,47.473038
30199,35189,Montgermont,469.0,-1.7170306,48.15401
30200,53161,Montsûrs,6862.0,-0.5575834,48.165535
30201,56046,Crac'h,3092.0,-2.9996414,47.631065
30202,56259,La Trinité-Surzur,232.0,-2.5918815,47.605007
30203,56015,Berric,2150.0,-2.5273173,47.638496
30204,56007,Auray,715.0,-2.9905956,47.66747
30205,56167,Plougoumelen,2187.0,-2.8979692,47.66108
30206,56161,Ploemel,2542.0,-3.0715292,47.659504
30207,56119,Locoal-Mendon,4486.0,-3.1096723,47.70187
30208,56176,Pluneret,2725.0,-2.9458039,47.678387
30209,22060,Gausson,1668.0,-2.7611694,48.293022
30210,22376,Trévé,2673.0,-2.8075733,48.2162
30211,22279,Saint-Caradec,2211.0,-2.8675127,48.191814
30212,22300,Saint-Hervé,1004.0,-2.812211,48.27417
30213,22068,Grâce-Uzel,812.0,-2.7940757,48.25036
30214,22260,Le Quillio,1638.0,-2.897826,48.2403
30215,22330,Saint-Thélo,1467.0,-2.8408937,48.246365
30216,22149,Merléac,3051.0,-2.9111834,48.27257
30217,22158,Guerlédan,4888.0,-2.957539,48.201412
30218,22285,Saint-Connec,1124.0,-2.925672,48.180134
30219,50215,Gouville-sur-Mer,3522.0,-1.5461321,49.10162
30220,76350,Hautot-sur-Seine,215.0,0.9770678,49.363007
30221,27053,Le Bec-Thomas,140.0,0.97595245,49.238567
30222,64376,Meillon,708.0,-0.30767813,43.27035
30223,27593,Saint-Pierre-des-Fleurs,282.0,0.9626265,49.2499
30224,87101,Mortemart,354.0,0.955151,46.047455
30225,27535,Saint-Élier,232.0,0.9606809,48.984703
30226,27189,La Croisille,539.0,0.975765,48.99079
30227,76330,Gruchet-Saint-Siméon,262.0,0.892153,49.822315
30228,27389,Marbeuf,850.0,0.96325386,49.153862
30229,64373,Mazères-Lezons,400.0,-0.35529208,43.272892
30230,27298,Graveron-Sémerville,804.0,0.96629244,49.09513
30231,79283,Sainte-Néomaye,1071.0,-0.26323006,46.361473
30232,79241,Saint-Christophe-sur-Roc,1095.0,-0.3597987,46.4539
30233,79216,Prahecq,2498.0,-0.3445691,46.268383
30234,79048,La Crèche,3458.0,-0.30878982,46.365887
30235,79070,La Chapelle-Bâton,1691.0,-0.32441783,46.468742
30236,79129,Fressines,961.0,-0.29963264,46.325058
30237,79128,François,940.0,-0.3446821,46.381905
30238,79109,Échiré,3128.0,-0.42738077,46.394623
30239,79086,Cherveux,2226.0,-0.35334525,46.4214
30240,79081,Chauray,1451.0,-0.3811347,46.351658
30241,79066,Champdeniers,2174.0,-0.38296556,46.480137
30242,79024,Azay-le-Brûlé,2218.0,-0.2677224,46.404514
30243,79020,Augé,2342.0,-0.28907433,46.449486
30244,79003,Aiffres,2594.0,-0.41435423,46.282673
30245,33383,Saint-Christoly-Médoc,777.0,-0.8340035,45.35784
30246,33134,Couquèques,646.0,-0.84826404,45.344284
30247,64439,Ousse,450.0,-0.26724255,43.278755
30248,17030,Balanzac,1286.0,-0.8440943,45.748222
30249,17216,Lussant,902.0,-0.82247764,45.943024
30250,53247,Saint-Pierre-la-Cour,1602.0,-1.0232449,48.108715
30251,53182,Port-Brillet,820.0,-0.96418554,48.12117
30252,53169,Olivet,992.0,-0.9349401,48.12068
30253,53129,Launay-Villiers,944.0,-1.0118508,48.1332
30254,53229,Saint-Jean-sur-Mayenne,1811.0,-0.75304544,48.14136
30255,64041,Aressy,220.0,-0.32790074,43.277966
30256,53056,La Chapelle-Anthenaise,2015.0,-0.6600736,48.1321
30257,53140,Louverné,2085.0,-0.7118425,48.125862
30258,35283,Saint-Jean-sur-Vilaine,1080.0,-1.3397813,48.121162
30259,35229,Pocé-les-Bois,1495.0,-1.2591914,48.1151
30260,53137,Loiron-Ruillé,4004.0,-0.9394605,48.058865
30261,53209,Saint-Cyr-le-Gravelais,2051.0,-1.0049282,48.038456
30262,53108,La Gravelle,628.0,-1.0247697,48.081432
30263,53045,La Brûlatte,1553.0,-0.973747,48.08964
30264,53262,Soulgé-sur-Ouette,2312.0,-0.5581762,48.062695
30265,53141,Louvigné,1272.0,-0.6346891,48.05515
30266,64059,Artigueloutan,811.0,-0.24392073,43.271893
30267,35238,Rennes,5037.0,-1.6818547,48.11168
30268,35207,Noyal-sur-Vilaine,3122.0,-1.5052438,48.091415
30269,22316,Saint-Mayeux,3073.0,-3.015664,48.26401
30270,53034,Bonchamp-lès-Laval,2762.0,-0.6990112,48.067677
30271,53201,Saint-Berthevin,3218.0,-0.84509677,48.070736
30272,53130,Laval,3425.0,-0.76574874,48.06108
30273,35217,Le Pertre,4359.0,-1.0560347,48.034565
30274,35338,Torcé,1431.0,-1.2707149,48.06128
30275,35264,Saint-Didier,1426.0,-1.3579491,48.093185
30276,35183,Mondevert,511.0,-1.0904506,48.08447
30277,35161,Louvigné-de-Bais,1563.0,-1.3387835,48.052433
30278,35109,Étrelles,2794.0,-1.216042,48.069725
30279,35087,Cornillé,1259.0,-1.3137813,48.082382
30280,35038,Bréal-sous-Vitré,578.0,-1.0608208,48.09253
30281,35006,Argentré-du-Plessis,4143.0,-1.1384583,48.048378
30282,53054,Changé,3568.0,-0.80004257,48.107937
30283,53103,Le Genest-Saint-Isle,1879.0,-0.8952501,48.104073
30284,53059,La Chapelle-Rainsouin,1821.0,-0.52719384,48.09718
30285,22295,Saint-Gilles-Vieux-Marché,2231.0,-2.969584,48.25017
30286,35096,Domagné,2923.0,-1.4063064,48.067417
30287,22334,Saint-Igeaux,1293.0,-3.1144788,48.277397
30288,53007,Argentré,3723.0,-0.6321135,48.090637
30289,35360,Vitré,3870.0,-1.1934209,48.11411
30290,35105,Erbrée,3577.0,-1.1168287,48.10929
30291,35252,Saint-Aubin-des-Landes,1032.0,-1.2914418,48.100346
30292,53177,La Pellerine,838.0,-1.0341686,48.320084
30293,62612,Neuvireuil,436.0,2.9145308,50.35305
30294,29281,Tourch,1986.0,-3.823352,48.02714
30295,29020,Briec,6769.0,-4.0203595,48.09376
30296,29107,Landudal,1709.0,-3.9777598,48.05669
30297,29110,Langolen,1706.0,-3.9163084,48.074146
30298,29048,Edern,4028.0,-3.9607325,48.119396
30299,29041,Coray,3137.0,-3.8552213,48.065884
30300,29122,Laz,3383.0,-3.8398778,48.135624
30301,29125,Leuhan,3277.0,-3.7785933,48.100525
30302,29291,Trégourez,1758.0,-3.8715649,48.10585
30303,29249,Saint-Goazec,3333.0,-3.7658095,48.151634
30304,29027,Châteauneuf-du-Faou,4202.0,-3.820755,48.188774
30305,29267,Saint-Thois,1794.0,-3.9061832,48.15324
30306,22064,Gouarec,654.0,-3.195648,48.235504
30307,22181,Plélauff,2588.0,-3.203804,48.198277
30308,22229,Plounévez-Quintin,4327.0,-3.2407703,48.285362
30309,22087,Kergrist-Moëlou,4719.0,-3.3256733,48.29452
30310,22220,Plouguernével,4189.0,-3.2472494,48.234123
30311,22266,Rostrenen,3236.0,-3.3117952,48.221416
30312,22061,Glomel,7917.0,-3.3881402,48.205704
30313,22331,Sainte-Tréphine,1266.0,-3.1696665,48.265736
30314,22244,Plussulien,2279.0,-3.0655289,48.278168
30315,22033,Caurel,1351.0,-3.0392857,48.217026
30316,22107,Bon Repos sur Blavet,5509.0,-3.1237133,48.223976
30317,56209,Sainte-Brigitte,1770.0,-3.1104426,48.177006
30318,56203,Saint-Aignan,2761.0,-3.0491939,48.18228
30319,22146,Mellionnec,2459.0,-3.290107,48.1684
30320,56170,Plouray,3938.0,-3.3757017,48.134262
30321,56073,Guémené-sur-Scorff,117.0,-3.2051752,48.06608
30322,56163,Ploërdut,7627.0,-3.2881184,48.09256
30323,56242,Séglien,3838.0,-3.151785,48.102436
30324,56113,Locmalo,2417.0,-3.1832302,48.062466
30325,56238,Saint-Tugdual,2012.0,-3.3669999,48.096127
30326,56099,Langoëlan,2251.0,-3.2331567,48.12103
30327,56245,Silfiac,2256.0,-3.172912,48.144897
30328,56041,Cléguérec,6327.0,-3.0636356,48.1281
30329,56125,Malguénac,3850.0,-3.056431,48.06902
30330,56076,Guern,4713.0,-3.1024175,48.034733
30331,56186,Quiberon,948.0,-3.1220942,47.487442
30332,56214,Saint-Gildas-de-Rhuys,1539.0,-2.8323195,47.51236
30333,56240,Sarzeau,5972.0,-2.7519882,47.524124
30334,56085,Hœdic,225.0,-2.8751798,47.339985
30335,56086,Île-d'Houat,363.0,-2.9673026,47.38935
30336,56114,Locmaria,2128.0,-3.1050851,47.302193
30337,22032,Caulnes,3243.0,-2.1604078,48.302143
30338,35156,Longaulnay,761.0,-1.9410965,48.309555
30339,22208,Plouasne,3450.0,-2.0078218,48.31177
30340,53219,Saint-Georges-Buttavent,3706.0,-0.7103497,48.30106
30341,53269,Vautorte,2419.0,-0.82300305,48.29818
30342,53200,Saint-Baudelle,730.0,-0.65061224,48.287148
30343,53008,Aron,3286.0,-0.5498005,48.30375
30344,53147,Mayenne,2013.0,-0.614725,48.30731
30345,35063,La Chapelle-Saint-Aubert,992.0,-1.3146943,48.30984
30346,35178,Mézières-sur-Couesnon,2519.0,-1.4385533,48.296898
30347,35134,Les Iffs,451.0,-1.8663255,48.29413
30348,59477,Provin,338.0,2.9113626,50.5131
30349,35007,Aubigné,222.0,-1.6309397,48.29894
30350,35003,Andouillé-Neuville,1266.0,-1.5958363,48.29767
30351,35337,Tinténiac,2346.0,-1.8299084,48.32341
30352,35317,Saint-Symphorien,796.0,-1.8030946,48.280254
30353,35195,Montreuil-sur-Ille,1529.0,-1.6688172,48.30559
30354,35017,La Baussaine,976.0,-1.8965684,48.312943
30355,35324,La Selle-en-Luitré,859.0,-1.1508178,48.32058
30356,22069,Guenroc,729.0,-2.0806634,48.313942
30357,22071,Guitté,1532.0,-2.1014705,48.29114
30358,22267,Rouillac,1605.0,-2.3691776,48.306564
30359,56260,Vannes,3297.0,-2.7567039,47.660114
30360,22136,Loudéac,8184.0,-2.7505722,48.174374
30361,44067,Guémené-Penfao,10608.0,-1.8309242,47.627735
30362,44007,Avessac,7640.0,-1.9708326,47.635128
30363,22075,Hémonstoir,1419.0,-2.8500016,48.157215
30364,56146,Neulliac,3123.0,-2.9718466,48.121723
30365,56178,Pontivy,2504.0,-2.9705024,48.073143
30366,56093,Kergrist,2974.0,-2.9287677,48.14738
30367,56215,Saint-Gonnery,1667.0,-2.821079,48.12581
30368,56072,Gueltas,2075.0,-2.810394,48.091614
30369,56198,Rohan,2345.0,-2.7427392,48.089493
30370,56151,Noyal-Pontivy,5342.0,-2.8911605,48.061493
30371,56092,Kerfourn,1963.0,-2.8376107,48.043243
30372,56047,Crédin,3376.0,-2.765006,48.038895
30373,56213,Saint-Gérand-Croixanvec,2442.0,-2.881371,48.115532
30374,56159,Pleucadeuc,3505.0,-2.3861156,47.769352
30375,56196,Rochefort-en-Terre,126.0,-2.3444405,47.698963
30376,56077,Le Guerno,970.0,-2.399718,47.590935
30377,56004,Arzal,2412.0,-2.404183,47.521343
30378,56030,Camoël,1391.0,-2.3987021,47.477673
30379,44006,Assérac,3374.0,-2.4128437,47.438084
30380,44135,Le Pouliguen,446.0,-2.4322863,47.270523
30381,44069,Guérande,7901.0,-2.4139528,47.332188
30382,49176,Le Lion-d'Angers,4856.0,-0.7550228,47.635735
30383,49367,Erdre-en-Anjou,9249.0,-0.8152825,47.58242
30384,49089,Chazé-sur-Argos,3183.0,-0.8982087,47.614666
30385,49178,Loiré,3419.0,-0.9644139,47.626083
30386,49155,Grez-Neuville,2780.0,-0.6964666,47.594826
30387,49008,Angrie,4102.0,-0.9682713,47.57763
30388,49339,Soulaire-et-Bourg,1835.0,-0.5425417,47.579876
30389,49130,Écuillé,1259.0,-0.56107014,47.61532
30390,49135,Feneu,2598.0,-0.60095906,47.584625
30391,49200,Longuenée-en-Anjou,5482.0,-0.66728026,47.54801
30392,56153,Péaule,3924.0,-2.3355176,47.582863
30393,56011,Béganne,3557.0,-2.2442384,47.60271
30394,56001,Allaire,4250.0,-2.1773171,47.639305
30395,56194,Rieux,2769.0,-2.1256592,47.605785
30396,44095,La Meilleraye-de-Bretagne,2803.0,-1.3941413,47.563896
30397,44121,Petit-Auverné,2277.0,-1.2778983,47.611027
30398,44208,Treffieux,1897.0,-1.5282359,47.613007
30399,44031,La Chapelle-Glain,3478.0,-1.1949705,47.620026
30400,44065,Grand-Auverné,3485.0,-1.3117526,47.57599
30401,44099,Moisdon-la-Rivière,5101.0,-1.3744682,47.622257
30402,76077,Bénesville,553.0,0.82810384,49.751583
30403,44075,Issé,3921.0,-1.4560997,47.61751
30404,76400,Luneray,510.0,0.91854495,49.82274
30405,44124,Le Pin,2502.0,-1.1468989,47.592026
30406,44057,Fégréac,4450.0,-2.0247293,47.580387
30407,44113,Nozay,5802.0,-1.6006044,47.572987
30408,44091,Marsac-sur-Don,2789.0,-1.695445,47.592373
30409,56250,Théhillac,1455.0,-2.1184626,47.551926
30410,44196,Sévérac,2245.0,-2.0667775,47.554108
